Module	Section	Sample Name	Source
FastQC	all_sections	SRR22373271_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373271_2_fastqc.zip
FastQC	all_sections	SRR22373300_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373300_2_fastqc.zip
FastQC	all_sections	SRR22373287_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373287_1_fastqc.zip
FastQC	all_sections	SRR22373274_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373274_1_fastqc.zip
FastQC	all_sections	SRR22373295_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373295_2_fastqc.zip
FastQC	all_sections	SRR22373299_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373299_1_fastqc.zip
FastQC	all_sections	SRR22373280_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373280_1_fastqc.zip
FastQC	all_sections	SRR22373284_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373284_1_fastqc.zip
FastQC	all_sections	SRR22373289_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373289_2_fastqc.zip
FastQC	all_sections	SRR22373305_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373305_2_fastqc.zip
FastQC	all_sections	SRR22373272_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373272_1_fastqc.zip
FastQC	all_sections	SRR22373287_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373287_2_fastqc.zip
FastQC	all_sections	SRR22373268_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373268_1_fastqc.zip
FastQC	all_sections	SRR22373283_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373283_2_fastqc.zip
FastQC	all_sections	SRR22373282_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373282_2_fastqc.zip
FastQC	all_sections	SRR22373288_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373288_2_fastqc.zip
FastQC	all_sections	SRR22373269_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373269_1_fastqc.zip
FastQC	all_sections	SRR22373301_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373301_2_fastqc.zip
FastQC	all_sections	SRR22373290_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373290_1_fastqc.zip
FastQC	all_sections	SRR22373298_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373298_1_fastqc.zip
FastQC	all_sections	SRR22373302_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373302_1_fastqc.zip
FastQC	all_sections	SRR22373310_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373310_2_fastqc.zip
FastQC	all_sections	SRR22373285_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373285_2_fastqc.zip
FastQC	all_sections	SRR22373313_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373313_2_fastqc.zip
FastQC	all_sections	SRR22373304_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373304_2_fastqc.zip
FastQC	all_sections	SRR22373310_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373310_1_fastqc.zip
FastQC	all_sections	SRR22373274_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373274_2_fastqc.zip
FastQC	all_sections	SRR22373296_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373296_1_fastqc.zip
FastQC	all_sections	SRR22373303_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373303_1_fastqc.zip
FastQC	all_sections	SRR22373306_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373306_1_fastqc.zip
FastQC	all_sections	SRR22373283_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373283_1_fastqc.zip
FastQC	all_sections	SRR22373278_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373278_2_fastqc.zip
FastQC	all_sections	SRR22373281_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373281_2_fastqc.zip
FastQC	all_sections	SRR22373307_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373307_2_fastqc.zip
FastQC	all_sections	SRR22373299_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373299_2_fastqc.zip
FastQC	all_sections	SRR22373279_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373279_1_fastqc.zip
FastQC	all_sections	SRR22373308_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373308_2_fastqc.zip
FastQC	all_sections	SRR22373276_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373276_1_fastqc.zip
FastQC	all_sections	SRR22373296_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373296_2_fastqc.zip
FastQC	all_sections	SRR22373306_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373306_2_fastqc.zip
FastQC	all_sections	SRR22373278_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373278_1_fastqc.zip
FastQC	all_sections	SRR22373273_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373273_2_fastqc.zip
FastQC	all_sections	SRR22373292_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373292_1_fastqc.zip
FastQC	all_sections	SRR22373295_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373295_1_fastqc.zip
FastQC	all_sections	SRR22373291_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373291_2_fastqc.zip
FastQC	all_sections	SRR22373288_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373288_1_fastqc.zip
FastQC	all_sections	SRR22373270_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373270_1_fastqc.zip
FastQC	all_sections	SRR22373300_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373300_1_fastqc.zip
FastQC	all_sections	SRR22373284_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373284_2_fastqc.zip
FastQC	all_sections	SRR22373275_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373275_2_fastqc.zip
FastQC	all_sections	SRR22373304_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373304_1_fastqc.zip
FastQC	all_sections	SRR22373268_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373268_2_fastqc.zip
FastQC	all_sections	SRR22373273_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373273_1_fastqc.zip
FastQC	all_sections	SRR22373270_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373270_2_fastqc.zip
FastQC	all_sections	SRR22373311_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373311_2_fastqc.zip
FastQC	all_sections	SRR22373269_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373269_2_fastqc.zip
FastQC	all_sections	SRR22373297_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373297_1_fastqc.zip
FastQC	all_sections	SRR22373307_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373307_1_fastqc.zip
FastQC	all_sections	SRR22373312_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373312_1_fastqc.zip
FastQC	all_sections	SRR22373309_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373309_1_fastqc.zip
FastQC	all_sections	SRR22373305_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373305_1_fastqc.zip
FastQC	all_sections	SRR22373286_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373286_1_fastqc.zip
FastQC	all_sections	SRR22373303_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373303_2_fastqc.zip
FastQC	all_sections	SRR22373314_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373314_2_fastqc.zip
FastQC	all_sections	SRR22373277_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373277_2_fastqc.zip
FastQC	all_sections	SRR22373308_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373308_1_fastqc.zip
FastQC	all_sections	SRR22373311_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373311_1_fastqc.zip
FastQC	all_sections	SRR22373276_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373276_2_fastqc.zip
FastQC	all_sections	SRR22373285_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373285_1_fastqc.zip
FastQC	all_sections	SRR22373275_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373275_1_fastqc.zip
FastQC	all_sections	SRR22373301_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373301_1_fastqc.zip
FastQC	all_sections	SRR22373289_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373289_1_fastqc.zip
FastQC	all_sections	SRR22373281_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373281_1_fastqc.zip
FastQC	all_sections	SRR22373309_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373309_2_fastqc.zip
FastQC	all_sections	SRR22373282_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373282_1_fastqc.zip
FastQC	all_sections	SRR22373272_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373272_2_fastqc.zip
FastQC	all_sections	SRR22373293_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373293_1_fastqc.zip
FastQC	all_sections	SRR22373292_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373292_2_fastqc.zip
FastQC	all_sections	SRR22373279_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373279_2_fastqc.zip
FastQC	all_sections	SRR22373290_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373290_2_fastqc.zip
FastQC	all_sections	SRR22373313_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373313_1_fastqc.zip
FastQC	all_sections	SRR22373302_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373302_2_fastqc.zip
FastQC	all_sections	SRR22373293_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373293_2_fastqc.zip
FastQC	all_sections	SRR22373312_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373312_2_fastqc.zip
FastQC	all_sections	SRR22373314_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373314_1_fastqc.zip
FastQC	all_sections	SRR22373286_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373286_2_fastqc.zip
FastQC	all_sections	SRR22373291_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373291_1_fastqc.zip
FastQC	all_sections	SRR22373277_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373277_1_fastqc.zip
FastQC	all_sections	SRR22373280_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373280_2_fastqc.zip
FastQC	all_sections	SRR22373294_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373294_2_fastqc.zip
FastQC	all_sections	SRR22373298_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373298_2_fastqc.zip
FastQC	all_sections	SRR22373271_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373271_1_fastqc.zip
FastQC	all_sections	SRR22373297_2	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373297_2_fastqc.zip
