cell_line_group	cell_lineage	k	k_type	n_topk	n_same_lineage_topk	precision_at_k	recall_at_k	expected_same_lineage_fraction	null_expected_count	observed_count	enrichment_at_k	p_value_hypergeometric	q_value_BH
HS_578T_B	BRCA	57	percentile	57	52	0.912280701754386	0.0635696821515893	0.725177304964539	41.3351063829787	52	1.2580105520525	0.000364121589845423	0.000547812779946548
IMR32	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
IPH_926	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
JIMT_1_B	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
KELLY	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
KPL_1	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
LAN1	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
LAN2	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
LAN5	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
LAN6	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
LS	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
MCF_7	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
MDA_MB_231	BRCA	57	percentile	57	56	0.982456140350877	0.0684596577017115	0.725177304964539	41.3351063829787	56	1.35478059451808	1.5359527384812e-07	2.79465769023295e-07
MDA_MB_453	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
MDA_MB_468_B	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
MFM_223	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
MHHNB11	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
NBLS	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
NGP	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
NMB	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
RBL_13	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_14	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_15	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_18	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_20	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_30	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
RBL_7	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
SHSY5Y	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
SIMA	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
SKNBE2	NBL	57	percentile	57	57	1	0.233606557377049	0.216312056737589	12.3297872340426	57	4.62295081967213	4.31585509678948e-41	2.529291824165e-40
SK_BR_3	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
T_47D	BRCA	57	percentile	57	57	1	0.0696821515892421	0.725177304964539	41.3351063829787	57	1.37897310513447	6.34980461546582e-09	1.39143544617164e-08
WERI_RB1	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
Y_79	RBL	57	percentile	57	57	1	0.863636363636364	0.0585106382978723	3.33510638297872	57	17.0909090909091	6.59929248537971e-87	1.48478113818482e-85
BT_474	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
CAL_120	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
CAL_148	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
CAL_51	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
CAL_85_1	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
CCLF_PEDS_0051_T	NBL	100	absolute	100	28	0.28	0.114754098360656	0.216312056737589	21.6312056737589	28	1.2944262295082	0.0704435555567951	0.0839327470463941
CHP126	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
CHP134	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
COLO_824	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
DU_4475	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
EFM_19	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
EFM_192A	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
EFM_192B	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
EFM_192C	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
ETCC_006	BRCA	100	absolute	100	95	0.95	0.116136919315403	0.725177304964539	72.5177304964539	95	1.31002444987775	2.2510249708874e-09	5.53422724549878e-09
ETCC_007	BRCA	100	absolute	100	99	0.99	0.121026894865526	0.725177304964539	72.5177304964539	99	1.36518337408313	8.16305828606135e-14	2.16535861903943e-13
EVSA_T	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
GIMEN	NBL	100	absolute	100	86	0.86	0.352459016393443	0.216312056737589	21.6312056737589	86	3.97573770491803	3.00144178421643e-48	2.16103808463583e-47
HCC_1143	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
HCC_1599	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
HCC_1937	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
HDQ_P1	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
HS_578T_B	BRCA	100	absolute	100	94	0.94	0.114914425427873	0.725177304964539	72.5177304964539	94	1.29623471882641	1.54693816293164e-08	3.15650540128562e-08
IMR32	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
IPH_926	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
JIMT_1_B	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
KELLY	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
KPL_1	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
LAN1	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
LAN2	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
LAN5	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
LAN6	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
LS	NBL	100	absolute	100	98	0.98	0.401639344262295	0.216312056737589	21.6312056737589	98	4.53049180327869	2.51292755001334e-70	1.86252277236283e-69
MCF_7	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
MDA_MB_231	BRCA	100	absolute	100	96	0.96	0.117359413202934	0.725177304964539	72.5177304964539	96	1.3238141809291	2.69297919145681e-10	6.68601730292726e-10
MDA_MB_453	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
MDA_MB_468_B	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
MFM_223	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
MHHNB11	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
NBLS	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
NGP	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
NMB	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
RBL_13	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_14	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_15	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_18	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_20	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_30	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
RBL_7	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
SHSY5Y	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
SIMA	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
SKNBE2	NBL	100	absolute	100	100	1	0.409836065573771	0.216312056737589	21.6312056737589	100	4.62295081967213	1.37224616349527e-75	1.19243459724416e-74
SK_BR_3	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
T_47D	BRCA	100	absolute	100	100	1	0.122249388753056	0.725177304964539	72.5177304964539	100	1.37897310513447	1.85038585947792e-15	4.93436229194113e-15
WERI_RB1	RBL	100	absolute	100	66	0.66	1	0.0585106382978723	5.85106382978723	66	11.28	7.75812799357795e-82	1.18487772992827e-80
Y_79	RBL	100	absolute	99	66	0.666666666666667	1	0.0585106382978723	5.79255319148936	66	11.3939393939394	2.63776351781646e-82	5.31773125191799e-81
BT_474	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
CAL_120	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
CAL_148	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
CAL_51	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
CAL_85_1	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
CCLF_PEDS_0051_T	NBL	113	percentile	113	33	0.292035398230089	0.135245901639344	0.216312056737589	24.4432624113475	33	1.35006528362107	0.0288358883154986	0.0379459209164785
CHP126	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
CHP134	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
COLO_824	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
DU_4475	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
EFM_19	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
EFM_192A	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
EFM_192B	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
EFM_192C	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
ETCC_006	BRCA	113	percentile	113	108	0.955752212389381	0.132029339853301	0.725177304964539	81.9450354609929	108	1.31795659605773	4.11217518619583e-11	1.02600806625876e-10
ETCC_007	BRCA	113	percentile	113	112	0.991150442477876	0.136919315403423	0.725177304964539	81.9450354609929	112	1.36676980331913	8.52907019077215e-16	2.62112888789583e-15
EVSA_T	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
GIMEN	NBL	113	percentile	113	95	0.84070796460177	0.389344262295082	0.216312056737589	24.4432624113475	95	3.88655157406064	4.79603300109621e-52	3.50318932253984e-51
HCC_1143	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
HCC_1599	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
HCC_1937	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
HDQ_P1	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
HS_578T_B	BRCA	113	percentile	113	106	0.938053097345133	0.12958435207824	0.725177304964539	81.9450354609929	106	1.29354999242703	2.18263860808992e-09	5.39240126704569e-09
IMR32	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
IPH_926	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
JIMT_1_B	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
KELLY	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
KPL_1	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
LAN1	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
LAN2	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
LAN5	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
LAN6	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
LS	NBL	113	percentile	113	111	0.982300884955752	0.454918032786885	0.216312056737589	24.4432624113475	111	4.54112868127085	1.91153255593558e-81	2.83356590644569e-80
MCF_7	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
MDA_MB_231	BRCA	113	percentile	113	109	0.964601769911504	0.133251833740831	0.725177304964539	81.9450354609929	109	1.33015989787308	4.27267882636693e-12	1.07671506424447e-11
MDA_MB_453	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
MDA_MB_468_B	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
MFM_223	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
MHHNB11	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
NBLS	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
NGP	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
NMB	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
RBL_13	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_14	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_15	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_18	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_20	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_30	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
RBL_7	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
SHSY5Y	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
SIMA	NBL	113	percentile	113	113	1	0.463114754098361	0.216312056737589	24.4432624113475	113	4.62295081967213	6.77578694012914e-87	1.48478113818482e-85
SKNBE2	NBL	113	percentile	112	112	1	0.459016393442623	0.216312056737589	24.2269503546099	112	4.62295081967213	5.21530267512978e-86	1.09521356177725e-84
SK_BR_3	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
T_47D	BRCA	113	percentile	113	113	1	0.138141809290954	0.725177304964539	81.9450354609929	113	1.37897310513447	1.68500211402651e-17	5.51455237317768e-17
WERI_RB1	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
Y_79	RBL	113	percentile	113	66	0.584070796460177	1	0.0585106382978723	6.61170212765958	66	9.98230088495575	2.11732452836905e-76	2.48170130766977e-75
