tumour	tumour_cancer_type	tumour_cohort	first_matching_cell_line_group_rank_at10	reciprocal_rank_at10	top_ranked_cell_line_group	top_ranked_cell_line_group_cancer_type	rank1_correct	n_ranked_biological_cell_line_groups	n_displayed_top10_biological_cell_line_groups
TCGA-E9-A1RD-01A-11R-A157-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E9-A1RE-01A-11R-A157-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E9-A1RG-01A-11R-A14D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E9-A1RH-01A-21R-A169-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-E9-A1RI-01A-11R-A169-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E9-A226-01A-21R-A157-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E9-A227-01A-11R-A157-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-E9-A228-01A-31R-A157-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E9-A22B-01A-11R-A157-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-E9-A22G-01A-11R-A157-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E9-A22H-01A-11R-A157-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E9-A244-01A-11R-A169-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-E9-A245-01A-22R-A16F-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E9-A247-01A-11R-A169-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E9-A249-01A-11R-A169-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E9-A295-01A-11R-A16F-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E9-A2JS-01A-11R-A180-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E9-A3HO-01A-11R-A213-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E9-A3Q9-01A-11R-A21T-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E9-A54X-01A-11R-A266-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E9-A54Y-01A-11R-A466-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E9-A5FL-01A-11R-A27Q-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-E9-A5UO-01A-11R-A28M-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E9-A5UP-01A-11R-A28M-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E9-A6HE-01A-11R-A31O-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-EW-A1IW-01A-11R-A13Q-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-EW-A1IX-01A-12R-A144-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-EW-A1J1-01A-11R-A13Q-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-EW-A1J3-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-EW-A1J5-01A-11R-A13Q-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-EW-A1J6-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-EW-A1OW-01A-21R-A144-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-EW-A1OX-01A-11R-A144-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-EW-A1OY-01A-11R-A144-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-EW-A1OZ-01A-11R-A144-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-EW-A1P0-01A-11R-A144-07	BRCA	BRCA	1	1	IPH_926	BRCA	TRUE	56	10
TCGA-EW-A1P3-01A-11R-A144-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-EW-A1P4-01A-21R-A144-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-EW-A1P5-01A-11R-A144-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-EW-A1P6-01A-11R-A144-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-EW-A1P8-01A-11R-A144-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-EW-A1PA-01A-11R-A144-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-EW-A1PC-01B-11R-A21T-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-EW-A1PF-01A-11R-A144-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-EW-A1PG-01A-11R-A144-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-EW-A1PH-01A-11R-A14M-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-EW-A2FS-01A-11R-A17B-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-EW-A2FV-01A-11R-A17B-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-EW-A2FW-01A-11R-A17B-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-EW-A423-01A-11R-A24H-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-EW-A424-01A-11R-A24H-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-EW-A6S9-01A-22R-A33J-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-EW-A6SB-01A-12R-A32P-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-EW-A6SC-01A-12R-A32P-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-EW-A6SD-01A-12R-A33J-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-GI-A2C9-01A-11R-A21T-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-GM-A2D9-01A-11R-A18M-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A2DB-01A-31R-A18M-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-GM-A2DC-01A-11R-A18M-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A2DH-01A-11R-A180-07	BRCA	BRCA	1	1	CAL_148	BRCA	TRUE	56	10
TCGA-GM-A2DK-01A-21R-A180-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-GM-A2DL-01A-11R-A18M-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-GM-A2DM-01A-11R-A180-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A3NW-01A-21R-A22K-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A3NY-01A-11R-A21T-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A3XG-01A-31R-A24H-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-GM-A3XL-01A-11R-A22U-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-GM-A5PV-01A-11R-A28M-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-GM-A5PX-01A-12R-A28M-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-HN-A2NL-01A-11R-A18M-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-HN-A2OB-01A-21R-A27Q-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-JL-A3YX-01A-11R-A22U-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-LD-A66U-01A-11R-A31O-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-LD-A7W6-01A-81R-A352-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-LL-A442-01A-11R-A24H-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-LL-A50Y-01A-11R-A266-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-LL-A5YL-01A-12R-A29R-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-LL-A5YM-01A-11R-A28M-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-LL-A6FP-01A-11R-A31O-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-LL-A6FQ-01A-11R-A31O-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-LL-A6FR-01A-12R-A31O-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-LL-A73Y-01A-11R-A33J-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-LL-A73Z-01A-11R-A32P-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-LL-A740-01A-21R-A32P-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-LL-A7T0-01A-31R-A352-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-LL-A8F5-01A-11R-A36F-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-LL-A9Q3-01A-11R-A41B-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-LQ-A4E4-01A-11R-A266-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-MS-A51U-01A-31R-A266-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-OK-A5Q2-01A-11R-A27Q-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-OL-A5D6-01A-21R-A27Q-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-OL-A5D7-01A-11R-A27Q-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-OL-A5D8-01A-11R-A27Q-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-OL-A5DA-01A-11R-A27Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-OL-A5RU-01A-11R-A28M-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-OL-A5RV-01A-12R-A28M-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-OL-A5RW-01A-11R-A28M-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-OL-A5RX-01A-11R-A28M-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-OL-A5RZ-01A-11R-A28M-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-OL-A5S0-01A-11R-A28M-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-OL-A66H-01A-11R-A29R-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-OL-A66J-01A-11R-A29R-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-OL-A66K-01A-11R-A29R-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-OL-A66N-01A-12R-A31O-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-OL-A66O-01A-11R-A31O-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-OL-A6VO-01A-12R-A33J-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-OL-A6VQ-01A-12R-A41B-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-OL-A6VR-01A-32R-A33J-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-OL-A97C-01A-32R-A41B-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-PE-A5DC-01A-12R-A27Q-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-PE-A5DD-01A-12R-A27Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-PL-A8LV-01A-21R-A41B-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-PL-A8LX-01A-11R-A41B-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-PL-A8LY-01A-11R-A41B-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-S3-A6ZF-01A-32R-A32P-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-S3-A6ZG-01A-22R-A32P-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-S3-A6ZH-01A-22R-A32P-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-S3-AA0Z-01A-11R-A41B-07	BRCA	BRCA	1	1	HCC_1599	BRCA	TRUE	56	10
TCGA-S3-AA11-01A-31R-A41B-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-S3-AA12-01A-11R-A41B-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-S3-AA14-01A-11R-A41B-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-UL-AAZ6-01A-11R-A41B-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-UU-A93S-01A-21R-A41B-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-V7-A7HQ-01A-11R-A33J-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-W8-A86G-01A-21R-A36F-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-WT-AB44-01A-11R-A41B-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-Z7-A8R5-01A-42R-A41B-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-Z7-A8R6-01A-11R-A41B-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
GSE100148_SRR5710452	NBL	NBL	1	1	LAN6	NBL	TRUE	56	10
GSE100148_SRR5710457	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE100148_SRR5710462	NBL	NBL	1	1	GIMEN	NBL	TRUE	56	10
GSE100148_SRR5710467	NBL	NBL	1	1	GIMEN	NBL	TRUE	56	10
GSE189367_SRR17010968	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17010971	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010972	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17010974	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17010977	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17010979	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010980	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010981	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010983	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
GSE189367_SRR17010984	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010985	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010986	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17010987	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
GSE189367_SRR17010988	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17010990	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17010994	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17010995	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17010998	NBL	NBL	1	1	CCLF_PEDS_0051_T	NBL	TRUE	56	10
GSE189367_SRR17011000	NBL	NBL	1	1	CCLF_PEDS_0051_T	NBL	TRUE	56	10
GSE189367_SRR17011001	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011002	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17011003	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011005	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011006	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011007	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011008	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011009	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
GSE189367_SRR17011010	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011011	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011013	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011015	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011018	NBL	NBL	1	1	LS	NBL	TRUE	56	10
GSE189367_SRR17011019	NBL	NBL	1	1	LS	NBL	TRUE	56	10
GSE189367_SRR17011020	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011021	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011022	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011023	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE189367_SRR17011024	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
GSE189367_SRR17011027	NBL	NBL	1	1	LS	NBL	TRUE	56	10
GSE189367_SRR17011028	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
GSE189367_SRR17011029	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17011030	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
GSE189367_SRR17011031	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
GSE49711_SRR5710452	NBL	NBL	1	1	LAN6	NBL	TRUE	56	10
GSE49711_SRR5710457	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
GSE49711_SRR5710462	NBL	NBL	1	1	GIMEN	NBL	TRUE	56	10
GSE49711_SRR5710467	NBL	NBL	1	1	GIMEN	NBL	TRUE	56	10
GSE49711_SRR5710479	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373268	NBL	NBL	1	1	LS	NBL	TRUE	56	10
SRP409177_SRR22373269	NBL	NBL	1	1	LS	NBL	TRUE	56	10
SRP409177_SRR22373270	NBL	NBL	2	0.5	RBL_14	RBL	FALSE	56	10
SRP409177_SRR22373271	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373272	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373273	NBL	NBL	1	1	LS	NBL	TRUE	56	10
SRP409177_SRR22373274	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373275	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373276	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373277	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
SRP409177_SRR22373278	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
SRP409177_SRR22373279	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373280	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373281	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373282	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
SRP409177_SRR22373283	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373284	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373285	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373286	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373287	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373288	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373289	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373290	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373291	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
SRP409177_SRR22373293	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373294	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373295	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373296	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373297	NBL	NBL	1	1	LS	NBL	TRUE	56	10
SRP409177_SRR22373299	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373300	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373301	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373302	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373304	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373305	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
SRP409177_SRR22373306	NBL	NBL	1	1	LAN1	NBL	TRUE	56	10
SRP409177_SRR22373307	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373308	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373309	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373310	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373311	NBL	NBL	1	1	LAN1	NBL	TRUE	56	10
SRP409177_SRR22373312	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373313	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
SRP409177_SRR22373314	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAIFXV-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PAIPGU-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PAISNS-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAITCI-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAIVHE-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAIXIF-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAKYZS-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAKZRH-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PALBFW-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PALETP-01A-01R	NBL	NBL	1	1	NGP	NBL	TRUE	56	10
TARGET-30-PALEVG-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PALIIN-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PALKUC-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PALNVP-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PALTEG-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PALUYS-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PALWVJ-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PALXTB-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PALZZV-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PAMBMJ-01A-01R	NBL	NBL	1	1	KELLY	NBL	TRUE	56	10
TARGET-30-PAMEZH-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PAMMXF-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAMNLH-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PAMVRA-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PAMYCE-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAMZGT-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PAMZMG-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PANBJH-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PANBMJ-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PANBSP-01A-01R	NBL	NBL	1	1	CHP126	NBL	TRUE	56	10
TARGET-30-PANJLH-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PANLET-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PANNMS-01A-01R	NBL	NBL	1	1	NMB	NBL	TRUE	56	10
TARGET-30-PANRHJ-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PANRRW-01A-01R	NBL	NBL	1	1	NBLS	NBL	TRUE	56	10
TARGET-30-PANRVJ-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PANUIF-01A-01R	NBL	NBL	1	1	SHSY5Y	NBL	TRUE	56	10
TARGET-30-PANUKV-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
TARGET-30-PANWRR-01A-01R	NBL	NBL	1	1	MHHNB11	NBL	TRUE	56	10
TARGET-30-PANYGR-01A-01R	NBL	NBL	1	1	IMR32	NBL	TRUE	56	10
