Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
NG-13640_KOPN_8_lib227470_5697_7_2	(1, 1.0558253433463065)	(2, 9.709292330655232e-06)	(3, 0.0)	(4, 4.0779027788751975e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0011554057873479726)	(8, 0.0)	(9, 1.3593009262917326e-05)	(10, 0.001300656800614575)	(15, 0.0017822377002150744)	(20, 0.0015635844369287185)	(25, 0.0033007710207295527)	(30, 0.004171111985249488)	(35, 0.029990838894314337)	(40, 0.0072291506977126595)	(45, 0.004338111813336758)	(50, 0.005898589276719667)	(55, 0.00017321377517888934)	(60, 0.004941641424610287)	(65, 0.007649368869783418)	(70, 0.0)	(75, 0.006243851711997767)	(80, 0.004383551301444224)	(85, 0.0012474498786425843)	(90, 0.003434370883199368)	(95, 0.004445302400667192)	(100, 0.0)	(105, 0.00025321834398348844)	(110, 0.004328402521006102)	(115, 0.0009577245954958321)	(120, 0.00609898907042439)	(125, 0.0063510422993282006)	(130, 0.005932765985723573)	(135, 3.145810715132295e-05)	(140, 0.008347661174204142)	(145, 0.00278268318196579)	(150, 0.009725798127617346)
NG-13640_KU812_lib236377_5767_8_1	(1, 0.9065958006582433)	(2, 0.00467918402924381)	(3, 0.002435668490250107)	(4, 0.0006543586988731632)	(5, 0.00012204309066285187)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00013502639818017653)	(10, 0.00025551149194094944)	(15, 0.00017189899152937857)	(20, 0.0018316850245441638)	(25, 0.00023577686451461594)	(30, 0.00039365388392528387)	(35, 0.00044091312328834565)	(40, 0.002833477032580935)	(45, 0.001953728115207016)	(50, 0.00038897989321904703)	(55, 0.0024611157729840637)	(60, 0.0010007533434353852)	(65, 0.005112826500322454)	(70, 0.0006538393665724702)	(75, 0.0009545327686737093)	(80, 4.1546584055438926e-06)	(85, 0.0008039264014727432)	(90, 0.0013409160003892916)	(95, 0.0036332487756481346)	(100, 0.0004918076887562583)	(105, 0.003035497297550507)	(110, 0.0007997717430671994)	(115, 0.005065567260959392)	(120, 0.0006138507794191102)	(125, 0.0075188930494330605)	(130, 0.010885205022525001)	(135, 0.0009628420854847972)	(140, 0.0014935996967930295)	(145, 0.002609644810982258)	(150, 0.0004492224400994334)
NG-13640_KU812_lib236377_5767_8_2	(1, 0.8133003495002518)	(2, 0.0009010415417023317)	(3, 0.0)	(4, 0.0003765159180024153)	(5, 0.0)	(6, 0.0002025395972702648)	(7, 0.0009010415417023317)	(8, 7.7899845103948e-06)	(9, 0.00037132259499548544)	(10, 0.0015200856441283717)	(15, 0.0017678071515589266)	(20, 0.0017989670896005057)	(25, 9.192181722265863e-05)	(30, 0.001092675160658044)	(35, 0.0036633700490883276)	(40, 0.0020357826187165076)	(45, 0.0009394721319536128)	(50, 0.00013139107207532562)	(55, 0.004522345674434528)	(60, 0.003523150327901221)	(65, 0.0031097618165496044)	(70, 0.0027254559140367936)	(75, 0.0018218177108309972)	(80, 0.0011165644464899212)	(85, 0.0001874789605501682)	(90, 0.00011321444155107109)	(95, 0.000467399070623688)	(100, 0.002637688755219679)	(105, 0.0025696562238288977)	(110, 0.0016841946511473556)	(115, 0.0038477330158343376)	(120, 0.0008932515571919371)	(125, 0.00015735768710997496)	(130, 0.002993950713495068)	(135, 0.001319104043760186)	(140, 0.0021230304452329292)	(145, 0.0010308746168755784)	(150, 0.00038949922551973995)
NG-13640_K_562_RNA_lib206692_5568_1_1	(1, 0.7848846573329578)	(2, 0.006739568341090995)	(3, 7.06021999939694e-05)	(4, 0.0010384406915779666)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.3534066664656467e-05)	(10, 0.0)	(15, 0.0007266143082712683)	(20, 5.236329832886063e-05)	(25, 0.0015055919148713973)	(30, 0.005408716871204672)	(35, 0.0010631514615758557)	(40, 0.0023457580947996333)	(45, 0.0019356769831679942)	(50, 0.001101982671572539)	(55, 0.0012661327865585179)	(60, 0.0021586622648156143)	(65, 0.002159250616482231)	(70, 0.0010684466265754036)	(75, 0.0005024523232904155)	(80, 0.0025593297497813906)	(85, 0.0021945517164792152)	(90, 0.001969801379831746)	(95, 0.0007942747499321556)	(100, 0.0034165581280415024)	(105, 0.001417927516545552)	(110, 0.0018774301681729693)	(115, 0.0011625828932340294)	(120, 0.0012531890498929568)	(125, 0.0001941560499834158)	(130, 0.0005895283699496445)	(135, 0.00015532483998673268)	(140, 0.0004030208916322419)	(145, 0.002226911058143118)	(150, 0.0002118065999819082)
NG-13640_K_562_RNA_lib206692_5568_1_2	(1, 0.39543409689122333)	(2, 0.0210365138398698)	(3, 0.00043538023329614463)	(4, 0.0)	(5, 0.0)	(6, 0.019536217089997948)	(7, 0.0)	(8, 0.002118065999819082)	(9, 0.0033418374663812178)	(10, 0.0010784486049078825)	(15, 0.004006086497991146)	(20, 0.0024710769997889287)	(25, 0.004344388706295584)	(30, 0.00024004747997949594)	(35, 0.00029594088830805506)	(40, 0.006071789199481368)	(45, 0.0011031593749057718)	(50, 0.0004153762766311866)	(55, 0.00022063187498115437)	(60, 0.00011355187165696744)	(65, 0.00013767428998824033)	(70, 0.0059923617244881525)	(75, 0.0011931771798980829)	(80, 0.0008478147515942491)	(85, 0.005769964794507149)	(90, 0.00099196090991527)	(95, 0.0037695691280113493)	(100, 0.0006683674932762435)	(105, 0.003371843401378655)	(110, 0.006190636236137883)	(115, 0.0)	(120, 0.004847429381252615)	(125, 0.004061391554653089)	(130, 0.0031559183397304323)	(135, 0.001227889928228451)	(140, 0.0035977704413593567)	(145, 0.003212400099725608)	(150, 0.007841256836830226)
NG-13640_LAMA_84_lib259816_5981_7_1	(1, 0.7594125606700304)	(2, 0.0)	(3, 0.001130379257465545)	(4, 0.031173023544903138)	(5, 0.0)	(6, 0.0025652518204476392)	(7, 0.0020959984386584364)	(8, 0.000166845646858383)	(9, 0.0)	(10, 0.0003420335760596852)	(15, 0.0)	(20, 0.0)	(25, 0.0008079500449117198)	(30, 0.000677810440362181)	(35, 0.004029739485747095)	(40, 0.00014390437041535535)	(45, 0.00036789465132273453)	(50, 0.0001818617550756375)	(55, 2.8363759965925113e-05)	(60, 0.0006765590980107432)	(65, 0.0007808376272972327)	(70, 0.0005197241899638632)	(75, 0.00014515571276679323)	(80, 0.0024755722852612583)	(85, 0.00026194766556766137)	(90, 0.001619654116877753)	(95, 0.003476646166411556)	(100, 0.0010094161634932172)	(105, 0.0005280664723067823)	(110, 0.002664107866211231)	(115, 0.0006836500380022245)	(120, 7.132651403195874e-05)	(125, 0.0017460396943729784)	(130, 0.0)	(135, 0.0003411993478253933)	(140, 0.0002281614220788388)	(145, 1.0010738811502981e-05)	(150, 0.0011272509015869503)
NG-13640_LAMA_84_lib259816_5981_7_2	(1, 0.8073222881654151)	(2, 0.05671292093775012)	(3, 0.0)	(4, 0.005345317411225446)	(5, 0.0011720906691801408)	(6, 0.010350686816976937)	(7, 0.0)	(8, 0.0002043859174015192)	(9, 0.01052378917559251)	(10, 0.0047346623437237645)	(15, 0.00536241909002843)	(20, 0.0038165941718855114)	(25, 0.004104402912716222)	(30, 0.004745924424886705)	(35, 0.004727571403732283)	(40, 0.0035688283863008125)	(45, 0.004317548226577807)	(50, 0.002988622649350786)	(55, 0.004116499222113455)	(60, 0.00235669476187466)	(65, 0.0074634228980926184)	(70, 0.0021560628715274546)	(75, 0.0027654665966776984)	(80, 0.004141108955025067)	(85, 0.004512757633402115)	(90, 0.0017143390214698856)	(95, 0.005947630196384208)	(100, 0.001502862164076885)	(105, 0.0058350093847548004)	(110, 0.0024534652370525223)	(115, 0.005918015094066846)	(120, 0.0022841169054912637)	(125, 0.0043271418512721635)	(130, 0.003705641816724687)	(135, 0.005226439887838848)	(140, 0.0029514994929247954)	(145, 0.003570079728652251)	(150, 0.004304617688946282)
NG-13640_LP_1_lib241211_5808_7_1	(1, 0.24468983970214833)	(2, 0.0042785135323618806)	(3, 0.0001001296652102401)	(4, 0.030699214112026047)	(5, 0.0)	(6, 0.0)	(7, 0.00017590346590988125)	(8, 0.0)	(9, 0.0)	(10, 5.0876694755473345e-05)	(15, 5.0876694755473345e-05)	(20, 0.0014489033176638526)	(25, 0.0024269265881227925)	(30, 0.0004167559038480263)	(35, 0.0033881713741410976)	(40, 0.0054687034447798155)	(45, 0.0002873992012250675)	(50, 0.0021319500068277607)	(55, 0.0019517166094493285)	(60, 0.00028415175262365433)	(65, 0.0022055588417931263)	(70, 0.0001639961543713662)	(75, 0.0020875682092751134)	(80, 0.0015798837445875178)	(85, 0.0010153689293751914)	(90, 0.01922002454746398)	(95, 0.0015576928458111946)	(100, 0.0)	(105, 0.0022250435334016053)	(110, 0.0011154985945854316)	(115, 0.001713029137245459)	(120, 0.00018185712167913875)	(125, 0.00013152166835723428)	(130, 0.002360353891793822)	(135, 0.0007485369026257408)	(140, 0.005061689886736029)	(145, 0.0008935896068221967)	(150, 0.0037995148636534347)
NG-13640_LP_1_lib241211_5808_7_2	(1, 0.28752368675478834)	(2, 0.02966273676674167)	(3, 0.010224050680115867)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0037480969274643924)	(9, 0.0)	(10, 0.0065603874162882166)	(15, 1.4613518706359365e-05)	(20, 0.0021844504258839406)	(25, 0.0005785870924851171)	(30, 0.00024951230087524694)	(35, 1.6237243007065962e-06)	(40, 0.006441314300903066)	(45, 0.01177308366298996)	(50, 0.00843849519077218)	(55, 0.003513198145295505)	(60, 0.0024702259028083016)	(65, 0.002069707241967341)	(70, 0.001117122318886138)	(75, 0.00290971394686622)	(80, 0.0025909227424941584)	(85, 0.001997722131302682)	(90, 0.003432553171693744)	(95, 0.0034509553804350853)	(100, 0.002226667257702312)	(105, 0.01130057989148434)	(110, 0.003938072670647065)	(115, 0.006633455009820014)	(120, 0.0023728024447659058)	(125, 0.004149698071172491)	(130, 0.004682279641804255)	(135, 0.0031105145187202694)	(140, 0.006013733568383663)	(145, 0.002588757776759883)	(150, 0.002641258195816063)
NG-13640_L_1236_lib241215_5808_7_1	(1, 0.2041656331465718)	(2, 0.004317710155798602)	(3, 0.00010255219005855389)	(4, 0.02568274975133066)	(5, 0.0)	(6, 0.0)	(7, 0.0001604021434249176)	(8, 0.0)	(9, 0.0)	(10, 4.365041935825627e-05)	(15, 4.2072693357355444e-05)	(20, 0.0012606030747197624)	(25, 0.002084701955856962)	(30, 0.00033815927285974433)	(35, 0.00345784948530765)	(40, 0.005388986110410264)	(45, 0.00023718480880209126)	(50, 0.0018848566624095236)	(55, 0.0018133330837020194)	(60, 0.00023876253480299212)	(65, 0.0018438357863861021)	(70, 0.00012674398873903326)	(75, 0.0019074707350891023)	(80, 0.001539334668212242)	(85, 0.0009455837832065635)	(90, 0.014574506887654892)	(95, 0.0013642070821122503)	(100, 0.0)	(105, 0.0018038667276966144)	(110, 0.0010565505119365885)	(115, 0.0012222117420311754)	(120, 0.00013515852741050434)	(125, 0.00013147716674173575)	(130, 0.002094168311862367)	(135, 0.0007357462250867533)	(140, 0.004332961507140643)	(145, 0.0009056147245170759)	(150, 0.0032619485068624637)
NG-13640_L_1236_lib241215_5808_7_2	(1, 0.2448525571664693)	(2, 0.02592203819480062)	(3, 0.008819488345035634)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0029529771650193847)	(9, 0.0)	(10, 0.005719256753265505)	(15, 1.5251351342041347e-05)	(20, 0.001962691145120631)	(25, 0.000591121341670844)	(30, 0.0002477029821414301)	(35, 0.0)	(40, 0.00557042460051386)	(45, 0.010276781261201033)	(50, 0.007256487786809879)	(55, 0.003091817053098658)	(60, 0.0022629849939587556)	(65, 0.0018717089457353502)	(70, 0.0010376177999257784)	(75, 0.0026605719461857643)	(80, 0.0023034799613152104)	(85, 0.001817014444370788)	(90, 0.0031123274911103688)	(95, 0.0032380196625154682)	(100, 0.002080494686521226)	(105, 0.010083772780424164)	(110, 0.003616673902731667)	(115, 0.006036379679446572)	(120, 0.002278762253967764)	(125, 0.003864376884873097)	(130, 0.004325072877136139)	(135, 0.0030492184510743352)	(140, 0.005767640350626464)	(145, 0.0024307498587212103)	(150, 0.0024849184514188056)
NG-13640_L_363_lib241210_5808_6_1	(1, 0.2553689043142641)	(2, 0.12161837836768902)	(3, 0.00016888036593869332)	(4, 0.001337423543159652)	(5, 0.0)	(6, 0.0)	(7, 0.00026421605638795567)	(8, 0.0015253710471881978)	(9, 0.0002451489182981032)	(10, 0.0)	(15, 0.00023479818619218332)	(20, 0.0007686780527080525)	(25, 0.0014654457560486615)	(30, 0.002538108467446362)	(35, 0.001370110065599399)	(40, 0.003939815504737517)	(45, 0.0009206703820528766)	(50, 0.00042492479171671224)	(55, 0.0009637076365985436)	(60, 0.0012197520623765624)	(65, 0.0004587008649044509)	(70, 0.00033721595650339084)	(75, 0.0009135883021909312)	(80, 0.00191924364258715)	(85, 0.0005916260561594224)	(90, 0.02164011218123456)	(95, 0.0027184291162389664)	(100, 0.0006379319629490641)	(105, 0.001899086953749306)	(110, 0.1753599242369992)	(115, 0.002846996104501972)	(120, 0.003995927368259083)	(125, 0.0009822299993144002)	(130, 0.0026851978184252237)	(135, 0.0033525476515700605)	(140, 0.0021970790833250008)	(145, 0.0010971776032275109)	(150, 0.004789937475857939)
NG-13640_L_363_lib241210_5808_6_2	(1, 0.2962788110244776)	(2, 0.00585088751671473)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.005428686601867997)	(8, 0.0)	(9, 0.0)	(10, 6.755214637547732e-05)	(15, 0.0007327228780243308)	(20, 9.424613970127078e-05)	(25, 0.001017640398624126)	(30, 0.001268781846036183)	(35, 0.0007430736101302506)	(40, 0.0006858721958606931)	(45, 0.00013564906812495043)	(50, 0.00041784271185476706)	(55, 0.0008749092506372305)	(60, 0.0)	(65, 0.00028437274522579976)	(70, 0.0008868943088651378)	(75, 0.0007425288347562549)	(80, 0.0002631265056399641)	(85, 0.0003573726453412349)	(90, 0.0008035436766437828)	(95, 0.0013799160223313231)	(100, 2.451489182981032e-05)	(105, 0.0004434471544325689)	(110, 0.0009735135933304676)	(115, 0.0016735499489150512)	(120, 0.0006591782025348997)	(125, 0.0013537668043795256)	(130, 0.001334154890915677)	(135, 0.001360304108867475)	(140, 0.0018299004812518415)	(145, 0.0006259469047211569)	(150, 0.0008580212140433613)
NG-13640_L_428_lib241214_5808_7_1	(1, 0.24085572108673)	(2, 0.005034146505986756)	(3, 8.481713637440519e-05)	(4, 0.03214070544258343)	(5, 0.0)	(6, 0.0)	(7, 0.00015716116445845668)	(8, 0.0)	(9, 0.0)	(10, 4.789673583495823e-05)	(15, 4.889458449818652e-05)	(20, 0.0013610655766433963)	(25, 0.0025495033345482973)	(30, 0.00043556094149915136)	(35, 0.0035134251432268316)	(40, 0.005761578181480183)	(45, 0.0002823911716936079)	(50, 0.0021413832312879243)	(55, 0.0019572801529223033)	(60, 0.000292868582657505)	(65, 0.0022401702489475254)	(70, 0.00017013319708042454)	(75, 0.0020899940251316667)	(80, 0.0016050395748027147)	(85, 0.001040756155747113)	(90, 0.018870316070310315)	(95, 0.0015326955467186633)	(100, 0.0)	(105, 0.002163834826210561)	(110, 0.0011355517787538013)	(115, 0.0015681191742632676)	(120, 0.00018559985136046314)	(125, 0.00012073968825062386)	(130, 0.0023319723259645287)	(135, 0.0007443951027683091)	(140, 0.0051888130487871414)	(145, 0.0009354831217765279)	(150, 0.0037531582845674294)
NG-13640_L_428_lib241214_5808_7_2	(1, 0.283628504036011)	(2, 0.03444573585464079)	(3, 0.010337712151045151)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.004455394281314343)	(9, 0.0)	(10, 0.006745456963423283)	(15, 1.5965578611652742e-05)	(20, 0.0026477914278762844)	(25, 0.000568773738040129)	(30, 0.00027889870137230884)	(35, 1.4967729948424447e-06)	(40, 0.006974463231634177)	(45, 0.013272883993931185)	(50, 0.008866883221446641)	(55, 0.0041759966556104205)	(60, 0.002878793393413635)	(65, 0.0024317571922873584)	(70, 0.0011565066006815955)	(75, 0.0032455027771500335)	(80, 0.0030484276661624453)	(85, 0.0021892799671228824)	(90, 0.003916057078839449)	(95, 0.0038292442451385873)	(100, 0.002515576479998535)	(105, 0.01225956867642285)	(110, 0.004298732041187501)	(115, 0.006989929885914216)	(120, 0.0023354647962858274)	(125, 0.004417476032111668)	(130, 0.005370920429826305)	(135, 0.0031372361971897635)	(140, 0.006442609894133495)	(145, 0.0029301825995698924)	(150, 0.002682965593255082)
NG-13640_MEC_1_lib227482_5697_4_1	(1, 0.8050761281778656)	(2, 0.058715873146879954)	(3, 0.0)	(4, 0.0035399968179361937)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0011389174947582371)	(15, 0.0004370366441896536)	(20, 0.0022747757330071464)	(25, 0.0007648141273318938)	(30, 0.0002941256615396368)	(35, 0.10755165887856441)	(40, 0.004565284785205121)	(45, 0.10290421120425162)	(50, 0.08791385430854652)	(55, 0.12129471319175225)	(60, 0.1872894316476109)	(65, 0.17548769410791348)	(70, 0.1703765505541155)	(75, 0.008414703547227589)	(80, 0.003653626345425504)	(85, 0.0013937098583208052)	(90, 0.002789604899862559)	(95, 0.001006495391568772)	(100, 0.0070389121913185596)	(105, 0.0034565228188959698)	(110, 0.002878323338633058)	(115, 0.0010401472131713755)	(120, 0.002659367979894042)	(125, 9.090362199144794e-05)	(130, 0.0018613390676037343)	(135, 0.002496790348255491)	(140, 0.0007635030173993247)	(145, 0.002612168022321559)	(150, 0.0016749429388568473)
NG-13640_MEC_1_lib227482_5697_4_2	(1, 0.8796564315088299)	(2, 0.05302565603953067)	(3, 0.00026222198651379213)	(4, 0.0)	(5, 0.0034678857716449007)	(6, 0.0)	(7, 0.03008560258601575)	(8, 0.001641072598932149)	(9, 0.023862200772755082)	(10, 0.00025522940020675765)	(15, 0.001039273139882996)	(20, 3.889626133287916e-05)	(25, 0.0003356441427376539)	(30, 0.0006376364638727045)	(35, 0.031731045551389794)	(40, 0.0018359909422407347)	(45, 0.0018412353819710103)	(50, 0.0027970345228137826)	(55, 0.0011170656625487543)	(60, 0.002363931208421836)	(65, 0.0020226055893097167)	(70, 0.0015838207985433045)	(75, 0.0019124723549739239)	(80, 0.0005170143500763601)	(85, 0.0015724578457943733)	(90, 0.0021178795777430613)	(95, 0.0021135092113011645)	(100, 0.0032222711776103154)	(105, 0.005462958052370669)	(110, 0.002959175117808144)	(115, 0.0013718580261113224)	(120, 0.0030697453887881267)	(125, 0.0018289983559337)	(130, 0.0039014261226810367)	(135, 0.003213093408082333)	(140, 0.0019242723443670445)	(145, 0.0016314577927599766)	(150, 0.00257960879232943)
NG-13640_MEGAL_lib259811_5981_3_1	(1, 0.4681733213147037)	(2, 0.008342892075371817)	(3, 0.0)	(4, 0.012502011144861254)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.43770855072969e-05)	(9, 0.0)	(10, 0.0038765849584263133)	(15, 0.0010749116267323026)	(20, 0.00023421239573295584)	(25, 0.0002549217023030277)	(30, 0.0005463312304676108)	(35, 0.0013791412018212157)	(40, 0.002409675743046222)	(45, 0.0014486653024493143)	(50, 0.0007475073514340233)	(55, 0.0005261150026253977)	(60, 0.0021892695516933136)	(65, 0.008080574192150906)	(70, 0.0005670405370376827)	(75, 0.01699346527692756)	(80, 0.008641204705726425)	(85, 0.001171555057392638)	(90, 0.014818001929614293)	(95, 0.01326973472413749)	(100, 0.00120952211943777)	(105, 0.0009659412278754959)	(110, 0.0031714823775881515)	(115, 0.0009225502998239166)	(120, 0.0006587531804194296)	(125, 0.00019180762513709438)	(130, 0.0006114176225449795)	(135, 0.00154087102455892)	(140, 0.0004245407846864737)	(145, 0.0076156009517800065)	(150, 0.0007198949426739274)
NG-13640_MEGAL_lib259811_5981_3_2	(1, 0.4651901950111576)	(2, 0.040390543992558064)	(3, 0.002073396050646483)	(4, 8.87541710145938e-05)	(5, 0.0025147015120801576)	(6, 0.01728980559237073)	(7, 0.0)	(8, 0.01893422314978001)	(9, 0.005870102255159662)	(10, 0.00841931927818994)	(15, 0.005025951473065303)	(20, 0.008784197536805491)	(25, 0.0052690392858997185)	(30, 0.01008937692944788)	(35, 0.01232400972410421)	(40, 0.007286717440298151)	(45, 0.007648144147818691)	(50, 0.008388748397062691)	(55, 0.0038149501174439566)	(60, 0.006790187161344285)	(65, 0.005709358589877676)	(70, 0.004371142922468744)	(75, 0.0048849309568976705)	(80, 0.00897403284703115)	(85, 0.00567287076401612)	(90, 0.007284745125386716)	(95, 0.004982067466285866)	(100, 0.009394135923166895)	(105, 0.004591549113821653)	(110, 0.005094489416237685)	(115, 0.012471440263734005)	(120, 0.006549564742149163)	(125, 0.008640711626998565)	(130, 0.006521952333389068)	(135, 0.003241992635671968)	(140, 0.006039228258815249)	(145, 0.1961906019490317)	(150, 0.0004203496154996734)
NG-13640_ME_1_lib248393_5885_6_1	(1, 0.06473729606441478)	(2, 0.007988895612760878)	(3, 0.0)	(4, 0.005125566458743173)	(5, 0.0029610435925726012)	(6, 0.0)	(7, 0.0018950678992464647)	(8, 0.00036420836188643)	(9, 3.5532523110871214e-05)	(10, 7.698713340688764e-06)	(15, 6.514295903659722e-06)	(20, 0.00038967333678255426)	(25, 0.0006004996405737235)	(30, 5.329878466630682e-06)	(35, 0.0)	(40, 0.0017795871991361332)	(45, 0.0005223280897298069)	(50, 9.534560368083776e-05)	(55, 0.0002570185838353018)	(60, 0.0011103913472147254)	(65, 0.00010422873445855556)	(70, 0.0014592022824197778)	(75, 0.0001225872047325057)	(80, 0.00020371979916899497)	(85, 0.00012377162216953473)	(90, 7.106504622174243e-06)	(95, 6.632737647362626e-05)	(100, 0.0)	(105, 0.0014544646126716618)	(110, 7.402608981431503e-05)	(115, 5.4483202103335864e-05)	(120, 7.639492468837311e-05)	(125, 1.0067548214746845e-05)	(130, 0.00043172015579708527)	(135, 0.001321809859724409)	(140, 0.008836346288955157)	(145, 0.005150439224920782)	(150, 7.846765520317394e-05)
NG-13640_ME_1_lib248393_5885_6_2	(1, 0.053124083094345034)	(2, 5.922087185145203e-06)	(3, 0.0)	(4, 5.033774107373422e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0007657258730392746)	(15, 0.00016226518887297854)	(20, 0.003909169750914349)	(25, 0.0006543906339585449)	(30, 0.005999666527270605)	(35, 0.0008154714053944944)	(40, 0.000233330235094721)	(45, 0.0013685943484870564)	(50, 0.00045185525222657895)	(55, 0.008502340571712967)	(60, 0.005656777679250697)	(65, 0.0032559635343928322)	(70, 0.009686758008742007)	(75, 0.003734468178952565)	(80, 0.003329397415488633)	(85, 0.0032820207180074713)	(90, 0.0012039603247400196)	(95, 0.002587952099908453)	(100, 0.0027993706124181373)	(105, 0.0015409270855747817)	(110, 0.002951568253076369)	(115, 0.0003606551095753428)	(120, 0.0024979363746942466)	(125, 0.0034324417325101594)	(130, 0.0016410103590037356)	(135, 0.0018411769058616436)	(140, 0.0024434531725909107)	(145, 0.0012341629693842602)	(150, 0.0031283425555529536)
NG-13640_MINO_lib248384_5885_5_1	(1, 0.23041211233941036)	(2, 0.0)	(3, 0.0002791019914893215)	(4, 0.013337854785595462)	(5, 0.003953050321767025)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00017014486788868253)	(15, 7.889998605563511e-05)	(20, 2.5763260752860446e-05)	(25, 0.0008249610786905523)	(30, 0.0005340509260228363)	(35, 0.0007337161968575048)	(40, 0.00016638772569555705)	(45, 0.0005233162340424778)	(50, 0.0005270733762356033)	(55, 0.00013901426114564284)	(60, 9.607549322420875e-05)	(65, 0.00035209789695575945)	(70, 0.00041596931423889264)	(75, 0.0007804121069720643)	(80, 0.00028232239908342906)	(85, 0.0010428753258918302)	(90, 0.001952103736628197)	(95, 0.0010273100225203103)	(100, 0.001378334450278034)	(105, 0.0008212039364974268)	(110, 0.00158122012870681)	(115, 0.001109967150769071)	(120, 0.0020524731066445486)	(125, 0.0018093323332894283)	(130, 0.0019623016940095374)	(135, 0.001181889587037473)	(140, 0.0025833036250732778)	(145, 0.000732642727659469)	(150, 0.004583713475613088)
NG-13640_MINO_lib248384_5885_5_2	(1, 0.21384311526772698)	(2, 0.01349887516530084)	(3, 0.0)	(4, 0.0)	(5, 0.0006843366137478556)	(6, 0.0)	(7, 0.0013364691515546357)	(8, 0.00019859180163663261)	(9, 0.0)	(10, 0.0024314077335512046)	(15, 0.0010176487997379878)	(20, 0.0022499914390831455)	(25, 0.0024163791647787026)	(30, 0.0027362729857933867)	(35, 0.00019805506703761468)	(40, 0.0030196688540748517)	(45, 0.0006757488601635687)	(50, 0.0005415652104090872)	(55, 0.001210873255384441)	(60, 0.004713066513976408)	(65, 0.0033964565425854353)	(70, 0.006401633562486803)	(75, 0.004277238019573852)	(80, 0.0018946731345332785)	(85, 0.0007213713010800926)	(90, 0.00013686732274957114)	(95, 0.00032096729021271976)	(100, 0.0008206672018984088)	(105, 0.0013396895591487432)	(110, 0.0006413978458264215)	(115, 1.556530337151985e-05)	(120, 0.00032418769780682727)	(125, 6.387141728313319e-05)	(130, 0.00042670400621925116)	(135, 0.0006666243719802641)	(140, 0.0003257979016038811)	(145, 0.0004535407361701474)	(150, 0.0034122902132564643)
NG-13640_MKPL_1_lib259812_5981_3_1	(1, 0.47514923061908404)	(2, 0.007897269590057848)	(3, 0.0)	(4, 0.012854894731058726)	(5, 0.0)	(6, 8.417020612904715e-06)	(7, 0.0)	(8, 3.1563827298392683e-05)	(9, 0.0)	(10, 0.004742570264341162)	(15, 0.001210367564135698)	(20, 0.00034088933482264095)	(25, 0.00022557615242584634)	(30, 0.0005795118691984896)	(35, 0.0016034424267583481)	(40, 0.0029787835949069788)	(45, 0.0018925670848116251)	(50, 0.0009721658807904946)	(55, 0.0006632612242968916)	(60, 0.0023571866226439653)	(65, 0.008831979729120917)	(70, 0.0007449063242420673)	(75, 0.018984169141375937)	(80, 0.008326537641315988)	(85, 0.0016926628452551382)	(90, 0.014828686064784883)	(95, 0.013613689139312086)	(100, 0.0016606781669261002)	(105, 0.001176278630653434)	(110, 0.0038087018273393835)	(115, 0.0010420271518776036)	(120, 0.0006287514397839822)	(125, 0.0002024293457403584)	(130, 0.0007503773876404553)	(135, 0.002118984939298762)	(140, 0.0004894497486404092)	(145, 0.008022262346159484)	(150, 0.0006523190975001155)
