Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
SRR17011021	26910800.0	284.0	22365823.0	83.11	284.13	33961090.0	33917272.0	33583870.0	261328.0	34214.0	81678.0	0.27	0.01	1.73	0.0	1.68	3455842.0	12.84	60992.0	0.23	0.0	2.94	0.89	0	789227	238916
SRR17011021._STARpass1	26910800.0	284.0	23283017.0	86.52	284.23	33715247.0	33189057.0	33407310.0	226969.0	33976.0	46992.0	0.27	0.01	1.69	0.0	1.75	2613685.0	9.71	75119.0	0.28	0.0	2.95	0.54	0	793693	145286
SRR17011022	27668199.0	287.0	23515089.0	84.99	286.22	38876870.0	38836438.0	38503615.0	266636.0	31339.0	75280.0	0.3	0.01	1.7	0.0	1.82	3009834.0	10.88	43624.0	0.16	0.0	3.55	0.42	0	983316	116336
SRR17011022._STARpass1	27668199.0	287.0	24513480.0	88.6	286.14	38754814.0	38326990.0	38423885.0	234100.0	31086.0	65743.0	0.31	0.01	1.7	0.0	1.89	2042449.0	7.38	50388.0	0.18	0.0	3.53	0.31	0	976157	85725
SRR17011023	26567778.0	283.0	22085439.0	83.13	282.7	33184557.0	33136035.0	32847294.0	251742.0	33783.0	51738.0	0.27	0.01	1.71	0.0	1.59	3216776.0	12.11	40097.0	0.15	0.0	3.92	0.69	0	1042045	183421
SRR17011023._STARpass1	26567778.0	283.0	23210347.0	87.36	282.88	33031099.0	32534195.0	32720060.0	234966.0	33677.0	42396.0	0.27	0.01	1.69	0.0	1.69	2168355.0	8.16	51718.0	0.19	0.0	3.95	0.33	0	1049665	87693
SRR17011024	60700341.0	290.0	49043870.0	80.8	289.36	72551730.0	72457019.0	71494746.0	853349.0	70473.0	133162.0	0.49	0.01	1.74	0.0	1.46	8085181.0	13.32	169443.0	0.28	0.0	4.32	1.28	0	2624282	777565
SRR17011024._STARpass1	60700341.0	290.0	51038960.0	84.08	289.15	72057954.0	70893672.0	71394864.0	501818.0	68594.0	92678.0	0.55	0.01	1.72	0.01	1.19	6271370.0	10.33	181660.0	0.3	0.0	4.32	0.96	0	2625014	583337
SRR17011025	35097638.0	291.0	29107124.0	82.93	289.64	42213413.0	42153302.0	41744077.0	325359.0	34392.0	109585.0	0.49	0.01	1.69	0.0	1.37	3980223.0	11.34	88462.0	0.25	0.0	4.43	1.05	0	1553595	368234
SRR17011025._STARpass1	35097638.0	291.0	30359055.0	86.5	289.72	41906025.0	41253276.0	41548190.0	264191.0	33503.0	60141.0	0.5	0.01	1.67	0.0	1.37	2937235.0	8.37	108225.0	0.31	0.0	4.44	0.38	0	1559640	133483
SRR17011026	67244816.0	290.0	54043009.0	80.37	287.32	90106049.0	89987973.0	89292886.0	581556.0	55812.0	175795.0	0.82	0.01	2.22	0.0	1.28	7517420.0	11.18	191658.0	0.29	0.0	7.14	1.02	0	4806138	686591
SRR17011026._STARpass1	67244816.0	290.0	56579156.0	84.14	287.53	89330987.0	88452992.0	88630981.0	513284.0	50757.0	135965.0	0.85	0.01	2.19	0.0	1.38	5340904.0	7.94	233928.0	0.35	0.0	7.08	0.49	0	4761303	329525
SRR17011027	41277105.0	292.0	34253360.0	82.98	290.74	58525077.0	58465985.0	57986333.0	405199.0	51638.0	81907.0	0.47	0.01	1.62	0.01	1.48	5245337.0	12.71	39966.0	0.1	0.0	3.88	0.33	0	1602175	136267
SRR17011027._STARpass1	41277105.0	292.0	36770963.0	89.08	290.78	58373043.0	57828920.0	57916783.0	334960.0	50977.0	70323.0	0.56	0.0	1.6	0.01	1.2	2871253.0	6.96	43963.0	0.11	0.0	3.73	0.13	0	1537346	53580
SRR17011028	70905984.0	291.0	58936613.0	83.12	290.07	86969413.0	86866062.0	86144633.0	596675.0	85992.0	142113.0	0.47	0.01	1.58	0.01	1.42	7899952.0	11.14	201549.0	0.28	0.0	4.59	0.87	0	3251561	616309
SRR17011028._STARpass1	70905984.0	291.0	61313463.0	86.47	290.14	86793563.0	85494849.0	86041914.0	544880.0	83757.0	123012.0	0.46	0.01	1.59	0.01	1.52	5736134.0	8.09	249538.0	0.35	0.0	4.62	0.47	0	3273800	333049
SRR17011029	51734595.0	290.0	41203842.0	79.64	288.51	57178180.0	57099226.0	56507277.0	508102.0	54078.0	108723.0	0.55	0.01	1.85	0.0	1.36	7169098.0	13.86	211013.0	0.41	0.0	4.95	1.14	0	2560867	589775
SRR17011029._STARpass1	51734595.0	290.0	42599795.0	82.34	288.58	56833068.0	55893550.0	56327821.0	375414.0	53032.0	76801.0	0.55	0.01	1.84	0.0	1.4	5949353.0	11.5	247185.0	0.48	0.0	4.94	0.74	0	2555460	382802
SRR17011030	48666516.0	290.0	38031266.0	78.15	289.78	53973189.0	53894909.0	53266551.0	540657.0	52930.0	113051.0	0.5	0.01	1.62	0.0	1.4	7996764.0	16.43	148942.0	0.31	0.0	4.3	0.81	0	2094920	394624
SRR17011030._STARpass1	48666516.0	290.0	39285416.0	80.72	289.83	53529952.0	52476957.0	53031703.0	370987.0	51952.0	75310.0	0.51	0.01	1.61	0.01	1.43	6948069.0	14.28	157416.0	0.32	0.0	4.29	0.39	0	2085980	189635
SRR17011031	72228234.0	291.0	58883974.0	81.52	290.61	84676085.0	84560215.0	83828903.0	616701.0	90360.0	140121.0	0.5	0.01	1.71	0.01	1.45	9340876.0	12.93	250504.0	0.35	0.0	4.38	0.81	0	3167170	585710
SRR17011031._STARpass1	72228234.0	291.0	60850700.0	84.25	290.7	84290592.0	82955509.0	83509156.0	572762.0	86922.0	121752.0	0.51	0.01	1.7	0.01	1.51	7604265.0	10.53	259640.0	0.36	0.0	4.32	0.55	0	3116813	396816
